key,feature_group,dev,fid,tx,feature_names,feature_refs,candidate_source,source_read_count,source_write_count,source_change_count,seed_last_status,seed_last_raw_present,seed_last_raw_int,seed_last_error,raw_sample,float_sample
bodywork_1001_341835814_5,BODYWORK,1001,341835814,5,Bodywork.BODYWORK_TAB_NEED_MEET_SPEED_IS_ZERO,Bodywork.BODYWORK_TAB_NEED_MEET_SPEED_IS_ZERO,live_reflection_device_map,279,1,0,0,1,65535,,,
bodywork_1001_341835815_5,BODYWORK,1001,341835815,5,Bodywork.BODYWORK_TAB_NEED_MEET_CAR_IN_D_GEAR,Bodywork.BODYWORK_TAB_NEED_MEET_CAR_IN_D_GEAR,live_reflection_device_map,279,1,0,0,1,65535,,,
bodywork_1001_341835816_5,BODYWORK,1001,341835816,5,Bodywork.BODYWORK_TAB_NEED_MEET_EPB_FREE,Bodywork.BODYWORK_TAB_NEED_MEET_EPB_FREE,live_reflection_device_map,279,1,0,0,1,65535,,,
bodywork_1001_341835817_5,BODYWORK,1001,341835817,5,Bodywork.BODYWORK_TAB_NEED_MEET_DIFFERENTIAL_LOCK_BREAK,Bodywork.BODYWORK_TAB_NEED_MEET_DIFFERENTIAL_LOCK_BREAK,live_reflection_device_map,279,1,0,0,1,65535,,,
bodywork_1001_341835818_5,BODYWORK,1001,341835818,5,Bodywork.BODYWORK_TAB_NEED_MEET_ENTER_LOW_SPEED_FOUR_WHEEL_DRIVE,Bodywork.BODYWORK_TAB_NEED_MEET_ENTER_LOW_SPEED_FOUR_WHEEL_DRIVE,live_reflection_device_map,279,1,0,0,1,65535,,,
bodywork_1001_341835819_5,BODYWORK,1001,341835819,5,Bodywork.BODYWORK_TAB_NEED_MEET_STEERING_WHEEL_ANGLE,Bodywork.BODYWORK_TAB_NEED_MEET_STEERING_WHEEL_ANGLE,live_reflection_device_map,279,1,0,0,1,65535,,,
bodywork_1001_341835820_5,BODYWORK,1001,341835820,5,Bodywork.BODYWORK_TAB_NEED_MEET_SPEED,Bodywork.BODYWORK_TAB_NEED_MEET_SPEED,live_reflection_device_map,279,1,0,0,1,65535,,,
bodywork_1001_341835821_5,BODYWORK,1001,341835821,5,Bodywork.BODYWORK_LEOPARD_TURN_CONFIG_146,Bodywork.BODYWORK_LEOPARD_TURN_CONFIG_146,live_reflection_device_map,279,1,0,0,1,0,,,
bodywork_1001_341835825_5,BODYWORK,1001,341835825,5,Bodywork.BODYWORK_SNOWFIELD_TAB_CONFIG,Bodywork.BODYWORK_SNOWFIELD_TAB_CONFIG,live_reflection_device_map,279,1,0,0,1,0,,,
bodywork_1001_341835826_5,BODYWORK,1001,341835826,5,Bodywork.BODYWORK_MUD_TAB_CONFIG,Bodywork.BODYWORK_MUD_TAB_CONFIG,live_reflection_device_map,279,1,0,0,1,0,,,
bodywork_1001_341835827_5,BODYWORK,1001,341835827,5,Bodywork.BODYWORK_SAND_TAB_CONFIG,Bodywork.BODYWORK_SAND_TAB_CONFIG,live_reflection_device_map,279,1,0,0,1,0,,,
bodywork_1001_341835828_5,BODYWORK,1001,341835828,5,Bodywork.BODYWORK_GRASS_TAB_CONFIG,Bodywork.BODYWORK_GRASS_TAB_CONFIG,live_reflection_device_map,279,1,0,0,1,0,,,
bodywork_1001_341835830_5,BODYWORK,1001,341835830,5,Bodywork.BODYWORK_CRAWL_CONDITION_SPEED,Bodywork.BODYWORK_CRAWL_CONDITION_SPEED,live_reflection_device_map,279,1,0,0,1,0,,,
bodywork_1001_341835831_5,BODYWORK,1001,341835831,5,Bodywork.BODYWORK_CRAWL_CONDITION_SEATBELT,Bodywork.BODYWORK_CRAWL_CONDITION_SEATBELT,live_reflection_device_map,279,1,0,0,1,0,,,
bodywork_1001_341835836_5,BODYWORK,1001,341835836,5,Bodywork.BODYWORK_CRAWL_CONDITION_DOORS,Bodywork.BODYWORK_CRAWL_CONDITION_DOORS,live_reflection_device_map,279,1,0,0,1,0,,,
bodywork_1001_342884352_5,BODYWORK,1001,342884352,5,Bodywork.BODYWORK_ONLINE_HAS_0x014700,Bodywork.BODYWORK_ONLINE_HAS_0x014700,live_reflection_device_map,279,1,0,0,1,2,,,
bodywork_1001_342884393_5,BODYWORK,1001,342884393,5,Bodywork.BODYWORK_TAB_CAR_START_ACTION_SIGNAL,Bodywork.BODYWORK_TAB_CAR_START_ACTION_SIGNAL,live_reflection_device_map,279,1,0,0,1,65535,,,
bodywork_1001_353370112_5,BODYWORK,1001,353370112,5,BODYWORK_ONLINE_HAS_0x015100;Bodywork.BODYWORK_ONLINE_HAS_0x015100,BODYWORK_ONLINE_HAS_0x015100;Bodywork.BODYWORK_ONLINE_HAS_0x015100,live_reflection_device_map,279,1,0,0,1,1,,,
bodywork_1001_357564416_5,BODYWORK,1001,357564416,5,Bodywork.BODYWORK_ONLINE_HAS_0x015500,Bodywork.BODYWORK_ONLINE_HAS_0x015500,live_reflection_device_map,279,1,0,0,1,65535,,,
bodywork_1001_362807296_5,BODYWORK,1001,362807296,5,Bodywork.BODYWORK_ONLINE_HAS_0x015A00,Bodywork.BODYWORK_ONLINE_HAS_0x015A00,live_reflection_device_map,279,1,0,0,1,65535,,,
bodywork_1001_363855872_5,BODYWORK,1001,363855872,5,Bodywork.BODYWORK_ONLINE_HAS_0x015B00,Bodywork.BODYWORK_ONLINE_HAS_0x015B00,live_reflection_device_map,279,1,0,0,1,65535,,,
bodywork_1001_363855880_5,BODYWORK,1001,363855880,5,Bodywork.BODYWORK_ABNORMAL_CAN_VEVENT_TYPE,Bodywork.BODYWORK_ABNORMAL_CAN_VEVENT_TYPE,live_reflection_device_map,279,1,0,0,1,65535,,,
bodywork_1001_363855888_5,BODYWORK,1001,363855888,5,Bodywork.BODYWORK_ABNORMAL_CAN_LENGTH,Bodywork.BODYWORK_ABNORMAL_CAN_LENGTH,live_reflection_device_map,279,1,0,0,1,65535,,,
bodywork_1001_363855896_5,BODYWORK,1001,363855896,5,Bodywork.BODYWORK_ABNORMAL_CAN_ID,Bodywork.BODYWORK_ABNORMAL_CAN_ID,live_reflection_device_map,279,1,0,0,1,65535,,,
bodywork_1001_363855912_5,BODYWORK,1001,363855912,5,Bodywork.BODYWORK_ABNORMAL_CAN_CYCLE,Bodywork.BODYWORK_ABNORMAL_CAN_CYCLE,live_reflection_device_map,279,1,0,0,1,65535,,,
bodywork_1001_363855920_5,BODYWORK,1001,363855920,5,Bodywork.BODYWORK_ABNORMAL_AUTOMOBILE_PARTS_ALARM,Bodywork.BODYWORK_ABNORMAL_AUTOMOBILE_PARTS_ALARM,live_reflection_device_map,279,1,0,0,1,65535,,,
bodywork_1001_363855928_5,BODYWORK,1001,363855928,5,Bodywork.BODYWORK_ABNORMAL_ASSOCIATION_AUTOMOBILE_PARTS_ALARM,Bodywork.BODYWORK_ABNORMAL_ASSOCIATION_AUTOMOBILE_PARTS_ALARM,live_reflection_device_map,279,1,0,0,1,65535,,,
bodywork_1001_364904448_5,BODYWORK,1001,364904448,5,BODYWORK_ONLINE_HAS_0x015C00;Bodywork.BODYWORK_ONLINE_HAS_0x015C00,BODYWORK_ONLINE_HAS_0x015C00;Bodywork.BODYWORK_ONLINE_HAS_0x015C00,live_reflection_device_map,279,1,0,0,1,65535,,,
bodywork_1001_364904491_5,BODYWORK,1001,364904491,5,Bodywork.BODYWORK_DETACHABLE_PAD_REMAIN_STATUS,Bodywork.BODYWORK_DETACHABLE_PAD_REMAIN_STATUS,live_reflection_device_map,279,1,0,0,1,0,,,
bodywork_1001_365953044_5,BODYWORK,1001,365953044,5,Bodywork.BODYWORK_DOWN_BACK_DOOR_CURRENT_POSITION,Bodywork.BODYWORK_DOWN_BACK_DOOR_CURRENT_POSITION,live_reflection_device_map,279,1,0,0,1,65535,,,
bodywork_1001_365953048_5,BODYWORK,1001,365953048,5,Bodywork.BODYWORK_DOWN_BACK_DOOR_POSITION_FEEDBACK,Bodywork.BODYWORK_DOWN_BACK_DOOR_POSITION_FEEDBACK,live_reflection_device_map,279,1,0,0,1,65535,,,
bodywork_1001_365953060_5,BODYWORK,1001,365953060,5,Bodywork.BODYWORK_BACK_DOOR_OPENING_STATUS_FEEDBACK,Bodywork.BODYWORK_BACK_DOOR_OPENING_STATUS_FEEDBACK,live_reflection_device_map,279,1,0,0,1,65535,,,
bodywork_1001_365953066_5,BODYWORK,1001,365953066,5,Bodywork.BODYWORK_UP_DOWN_BACK_DOOR_CONFIGURATION,Bodywork.BODYWORK_UP_DOWN_BACK_DOOR_CONFIGURATION,live_reflection_device_map,279,1,0,0,1,65535,,,
bodywork_1001_365953067_5,BODYWORK,1001,365953067,5,Bodywork.BODYWORK_UP_BACK_DOOR_OPEN_CLOSE_STATUS,Bodywork.BODYWORK_UP_BACK_DOOR_OPEN_CLOSE_STATUS,live_reflection_device_map,279,1,0,0,1,65535,,,
bodywork_1001_365953069_5,BODYWORK,1001,365953069,5,Bodywork.BODYWORK_DOWN_BACK_DOOR_OPEN_CLOSE_STATUS,Bodywork.BODYWORK_DOWN_BACK_DOOR_OPEN_CLOSE_STATUS,live_reflection_device_map,279,1,0,0,1,65535,,,
bodywork_1001_370147328_5,BODYWORK,1001,370147328,5,Bodywork.BODYWORK_ONLINE_HAS_0x016100,Bodywork.BODYWORK_ONLINE_HAS_0x016100,live_reflection_device_map,279,1,0,0,1,65535,,,
bodywork_1001_374345728_5,BODYWORK,1001,374345728,5,Bodywork.BODYWORK_ONLINE_HAS_0x016501,Bodywork.BODYWORK_ONLINE_HAS_0x016501,live_reflection_device_map,279,1,0,0,1,65535,,,
bodywork_1001_374345750_5,BODYWORK,1001,374345750,5,Bodywork.BODYWORK_UAV_REIGN_STATUS,Bodywork.BODYWORK_UAV_REIGN_STATUS,live_reflection_device_map,279,1,0,0,1,0,,,
bodywork_1001_374345760_5,BODYWORK,1001,374345760,5,Bodywork.BODYWORK_UAV_HANGAR_SELFCHECK_STATUS,Bodywork.BODYWORK_UAV_HANGAR_SELFCHECK_STATUS,live_reflection_device_map,279,1,0,0,1,65535,,,
bodywork_1001_374345763_5,BODYWORK,1001,374345763,5,Bodywork.BODYWORK_UAV_HANGAR_FUNCTION_STATUS,Bodywork.BODYWORK_UAV_HANGAR_FUNCTION_STATUS,live_reflection_device_map,279,1,0,0,1,65535,,,
bodywork_1001_374345772_5,BODYWORK,1001,374345772,5,Bodywork.BODYWORK_UAV_HANGAR_LIFT_STATUS,Bodywork.BODYWORK_UAV_HANGAR_LIFT_STATUS,live_reflection_device_map,279,1,0,0,1,65535,,,
bodywork_1001_374345776_5,BODYWORK,1001,374345776,5,Bodywork.BODYWORK_UAV_HANGAR_CENTERING_STATUS,Bodywork.BODYWORK_UAV_HANGAR_CENTERING_STATUS,live_reflection_device_map,279,1,0,0,1,65535,,,
bodywork_1001_374345780_5,BODYWORK,1001,374345780,5,Bodywork.BODYWORK_HANGAR_CLAMPING_STATE,Bodywork.BODYWORK_HANGAR_CLAMPING_STATE,live_reflection_device_map,279,1,0,0,1,65535,,,
bodywork_1001_374345792_5,BODYWORK,1001,374345792,5,Bodywork.BODYWORK_HANGAR_HATCH_1_STATUS,Bodywork.BODYWORK_HANGAR_HATCH_1_STATUS,live_reflection_device_map,279,1,0,0,1,65535,,,
bodywork_1001_374345796_5,BODYWORK,1001,374345796,5,Bodywork.BODYWORK_HANGAR_HATCH_2_STATUS,Bodywork.BODYWORK_HANGAR_HATCH_2_STATUS,live_reflection_device_map,279,1,0,0,1,65535,,,
bodywork_1001_374345960_5,BODYWORK,1001,374345960,5,Bodywork.BODYWORK_CLAMPING_MOTOR_RPM,Bodywork.BODYWORK_CLAMPING_MOTOR_RPM,live_reflection_device_map,279,1,0,0,1,65535,,,
bodywork_1001_374345972_5,BODYWORK,1001,374345972,5,Bodywork.BODYWORK_DOOR_MOTOR_1_RPM,Bodywork.BODYWORK_DOOR_MOTOR_1_RPM,live_reflection_device_map,279,1,0,0,1,65535,,,
bodywork_1001_374345984_5,BODYWORK,1001,374345984,5,Bodywork.BODYWORK_DOOR_MOTOR_2_RPM,Bodywork.BODYWORK_DOOR_MOTOR_2_RPM,live_reflection_device_map,279,1,0,0,1,65535,,,
bodywork_1001_374345996_5,BODYWORK,1001,374345996,5,Bodywork.BODYWORK_LIFT_MOTOR_RPM,Bodywork.BODYWORK_LIFT_MOTOR_RPM,live_reflection_device_map,279,1,0,0,1,65535,,,
bodywork_1001_374346008_5,BODYWORK,1001,374346008,5,Bodywork.BODYWORK_DRONE_MOTOR_RPM,Bodywork.BODYWORK_DRONE_MOTOR_RPM,live_reflection_device_map,279,1,0,0,1,65535,,,
bodywork_1001_374346032_5,BODYWORK,1001,374346032,5,Bodywork.BODYWORK_UAV_BATTERY_CELL_TEMPERATURE,Bodywork.BODYWORK_UAV_BATTERY_CELL_TEMPERATURE,live_reflection_device_map,279,1,0,0,1,65535,,,
bodywork_1001_374346059_5,BODYWORK,1001,374346059,5,Bodywork.BODYWORK_TEMPERATURE_SENSOR_FAULT,Bodywork.BODYWORK_TEMPERATURE_SENSOR_FAULT,live_reflection_device_map,279,1,0,0,1,65535,,,
bodywork_1001_374346064_5,BODYWORK,1001,374346064,5,Bodywork.BODYWORK_UAV_BATTERY_CHARGING_STATUS,Bodywork.BODYWORK_UAV_BATTERY_CHARGING_STATUS,live_reflection_device_map,279,1,0,0,1,0,,,
bodywork_1001_374346067_5,BODYWORK,1001,374346067,5,Bodywork.BODYWORK_UAV_BATTERY_POWER_604,Bodywork.BODYWORK_UAV_BATTERY_POWER_604,live_reflection_device_map,279,1,0,0,1,0,,,
bodywork_1001_374346074_5,BODYWORK,1001,374346074,5,Bodywork.BODYWORK_UAV_BATTERY_HEALTH,Bodywork.BODYWORK_UAV_BATTERY_HEALTH,live_reflection_device_map,279,1,0,0,1,65535,,,
bodywork_1001_374346081_5,BODYWORK,1001,374346081,5,Bodywork.BODYWORK_UAV_CHARGING_ANOMALY_ALERT,Bodywork.BODYWORK_UAV_CHARGING_ANOMALY_ALERT,live_reflection_device_map,279,1,0,0,1,0,,,
bodywork_1001_374346176_5,BODYWORK,1001,374346176,5,Bodywork.BODYWORK_FAN_1_RPM,Bodywork.BODYWORK_FAN_1_RPM,live_reflection_device_map,279,1,0,0,1,65535,,,
bodywork_1001_374346184_5,BODYWORK,1001,374346184,5,Bodywork.BODYWORK_FAN_2_RPM,Bodywork.BODYWORK_FAN_2_RPM,live_reflection_device_map,279,1,0,0,1,65535,,,
bodywork_1001_374346192_5,BODYWORK,1001,374346192,5,Bodywork.BODYWORK_FAN_3_RPM,Bodywork.BODYWORK_FAN_3_RPM,live_reflection_device_map,279,1,0,0,1,65535,,,
bodywork_1001_374346200_5,BODYWORK,1001,374346200,5,Bodywork.BODYWORK_FAN_4_RPM,Bodywork.BODYWORK_FAN_4_RPM,live_reflection_device_map,279,1,0,0,1,65535,,,
bodywork_1001_374353920_5,BODYWORK,1001,374353920,5,Bodywork.BODYWORK_ONLINE_HAS_0x16503,Bodywork.BODYWORK_ONLINE_HAS_0x16503,live_reflection_device_map,279,1,0,0,1,65535,,,
bodywork_1001_376438784_5,BODYWORK,1001,376438784,5,Bodywork.BODYWORK_ONLINE_HAS_0x016700,Bodywork.BODYWORK_ONLINE_HAS_0x016700,live_reflection_device_map,279,1,0,0,1,1,,,
bodywork_1001_377491480_5,BODYWORK,1001,377491480,5,Bodywork.BODYWORK_FSE_SEAT_SYSTEM_WORK_MODE,Bodywork.BODYWORK_FSE_SEAT_SYSTEM_WORK_MODE,live_reflection_device_map,279,1,0,0,1,0,,,
bodywork_1001_377495576_5,BODYWORK,1001,377495576,5,Bodywork.BODYWORK_RESTORE_SEAT_CONFIGURATION,Bodywork.BODYWORK_RESTORE_SEAT_CONFIGURATION,live_reflection_device_map,279,1,0,0,1,0,,,
bodywork_1001_377495578_5,BODYWORK,1001,377495578,5,Bodywork.BODYWORK_FSE_LARGE_BED_MODE_CONFIGURATION,Bodywork.BODYWORK_FSE_LARGE_BED_MODE_CONFIGURATION,live_reflection_device_map,279,1,0,0,1,0,,,
bodywork_1001_377495580_5,BODYWORK,1001,377495580,5,Bodywork.BODYWORK_SEAT_LARGE_BED_MODE_CONFIGURATION,Bodywork.BODYWORK_SEAT_LARGE_BED_MODE_CONFIGURATION,live_reflection_device_map,279,1,0,0,1,0,,,
bodywork_1001_401604608_5,BODYWORK,1001,401604608,5,Bodywork.BODYWORK_ONLINE_HAS_0x017F00,Bodywork.BODYWORK_ONLINE_HAS_0x017F00,live_reflection_device_map,279,1,0,0,1,65535,,,
bodywork_1001_407898112_5,BODYWORK,1001,407898112,5,Bodywork.BODYWORK_ONLINE_HAS_0x018500,Bodywork.BODYWORK_ONLINE_HAS_0x018500,live_reflection_device_map,279,1,0,0,1,65535,,,
bodywork_1001_413138944_5,BODYWORK,1001,413138944,5,Bodywork.BODYWORK_ONLINE_HAS_0x018A00,Bodywork.BODYWORK_ONLINE_HAS_0x018A00,live_reflection_device_map,279,1,0,0,1,2,,,
bodywork_1001_413138952_5,BODYWORK,1001,413138952,5,Bodywork.BODYWORK_DMS_LIFTING_MECHANISM_POSITION,Bodywork.BODYWORK_DMS_LIFTING_MECHANISM_POSITION,live_reflection_device_map,279,1,0,0,1,0,,,
bodywork_1001_413138954_5,BODYWORK,1001,413138954,5,Bodywork.BODYWORK_DMS_LIFTING_MECHANISM_SYSTEM_STATE,Bodywork.BODYWORK_DMS_LIFTING_MECHANISM_SYSTEM_STATE,live_reflection_device_map,279,1,0,0,1,0,,,
bodywork_1001_424673280_5,BODYWORK,1001,424673280,5,Bodywork.BODYWORK_ONLINE_HAS_0x019500,Bodywork.BODYWORK_ONLINE_HAS_0x019500,live_reflection_device_map,279,1,0,0,1,2,,,
bodywork_1001_428867584_5,BODYWORK,1001,428867584,5,Bodywork.BODYWORK_ONLINE_HAS_0x019900,Bodywork.BODYWORK_ONLINE_HAS_0x019900,live_reflection_device_map,279,1,0,0,1,2,,,
bodywork_1001_432222240_5,BODYWORK,1001,432222240,5,Bodywork.BODYWORK_NFC_OPERATION_TYPE_DUAL_MODULE,Bodywork.BODYWORK_NFC_OPERATION_TYPE_DUAL_MODULE,live_reflection_device_map,279,1,0,0,1,65535,,,
bodywork_1001_432222256_5,BODYWORK,1001,432222256,5,Bodywork.BODYWORK_NFC_IMPLEMENT_RESULT_DUAL_MODULE,Bodywork.BODYWORK_NFC_IMPLEMENT_RESULT_DUAL_MODULE,live_reflection_device_map,279,1,0,0,1,65535,,,
bodywork_1001_432255008_5,BODYWORK,1001,432255008,5,Bodywork.BODYWORK_SWIPE_CARD_OPERATION_TYPE,Bodywork.BODYWORK_SWIPE_CARD_OPERATION_TYPE,live_reflection_device_map,279,1,0,0,1,65535,,,
bodywork_1001_432259088_5,BODYWORK,1001,432259088,5,Bodywork.BODYWORK_KEY_OPERATION_TYPE_MSB,Bodywork.BODYWORK_KEY_OPERATION_TYPE_MSB,live_reflection_device_map,279,1,0,0,1,-10013,,,
bodywork_1001_432263184_5,BODYWORK,1001,432263184,5,Bodywork.BODYWORK_KEY_OPERATION_TYPE_LSB,Bodywork.BODYWORK_KEY_OPERATION_TYPE_LSB,live_reflection_device_map,279,1,0,0,1,0,,,
bodywork_1001_432341018_5,BODYWORK,1001,432341018,5,Bodywork.BODYWORK_RESPOND_OFFLINE_OPEERATIONS_DUAL_MODULE,Bodywork.BODYWORK_RESPOND_OFFLINE_OPEERATIONS_DUAL_MODULE,live_reflection_device_map,279,1,0,0,1,65535,,,
bodywork_1001_433061888_5,BODYWORK,1001,433061888,5,Bodywork.BODYWORK_ONLINE_HAS_0x019D00,Bodywork.BODYWORK_ONLINE_HAS_0x019D00,live_reflection_device_map,279,1,0,0,1,65535,,,
bodywork_1001_434110464_5,BODYWORK,1001,434110464,5,Bodywork.BODYWORK_ONLINE_HAS_0x019E00,Bodywork.BODYWORK_ONLINE_HAS_0x019E00,live_reflection_device_map,279,1,0,0,1,65535,,,
bodywork_1001_435159040_5,BODYWORK,1001,435159040,5,Bodywork.BODYWORK_ONLINE_HAS_0x219F00,Bodywork.BODYWORK_ONLINE_HAS_0x219F00,live_reflection_device_map,279,1,0,0,1,2,,,
bodywork_1001_435159048_5,BODYWORK,1001,435159048,5,Bodywork.BODYWORK_OMS_LIFT_SYSTEM_POSITION_SIGNAL,Bodywork.BODYWORK_OMS_LIFT_SYSTEM_POSITION_SIGNAL,live_reflection_device_map,279,1,0,0,1,0,,,
bodywork_1001_435159050_5,BODYWORK,1001,435159050,5,Bodywork.BODYWORK_OMS_LIFT_SYSTEM_STATUS_SIGNAL,Bodywork.BODYWORK_OMS_LIFT_SYSTEM_STATUS_SIGNAL,live_reflection_device_map,279,1,0,0,1,0,,,
bodywork_1001_437256192_5,BODYWORK,1001,437256192,5,Bodywork.BODYWORK_ONLINE_HAS_0x01A100,Bodywork.BODYWORK_ONLINE_HAS_0x01A100,live_reflection_device_map,279,1,0,0,1,1,,,
bodywork_1001_440401920_5,BODYWORK,1001,440401920,5,Bodywork.BODYWORK_ONLINE_HAS_0x01A400,Bodywork.BODYWORK_ONLINE_HAS_0x01A400,live_reflection_device_map,279,1,0,0,1,65535,,,
bodywork_1001_443547648_5,BODYWORK,1001,443547648,5,Bodywork.BODYWORK_ONLINE_HAS_0x01A700,Bodywork.BODYWORK_ONLINE_HAS_0x01A700,live_reflection_device_map,279,1,0,0,1,2,,,
bodywork_1001_446697472_5,BODYWORK,1001,446697472,5,Bodywork.BODYWORK_ONLINE_HAS_0x01AA01,Bodywork.BODYWORK_ONLINE_HAS_0x01AA01,live_reflection_device_map,279,1,0,0,1,65535,,,
bodywork_1001_446701568_5,BODYWORK,1001,446701568,5,Bodywork.BODYWORK_ONLINE_HAS_0x01AA02,Bodywork.BODYWORK_ONLINE_HAS_0x01AA02,live_reflection_device_map,279,1,0,0,1,65535,,,
bodywork_1001_446705664_5,BODYWORK,1001,446705664,5,Bodywork.BODYWORK_ONLINE_HAS_0x01AA03,Bodywork.BODYWORK_ONLINE_HAS_0x01AA03,live_reflection_device_map,279,1,0,0,1,65535,,,
bodywork_1001_446713856_5,BODYWORK,1001,446713856,5,Bodywork.BODYWORK_ONLINE_HAS_0x01AA05,Bodywork.BODYWORK_ONLINE_HAS_0x01AA05,live_reflection_device_map,279,1,0,0,1,65535,,,
bodywork_1001_451936256_5,BODYWORK,1001,451936256,5,Bodywork.BODYWORK_ONLINE_HAS_0x01AF00,Bodywork.BODYWORK_ONLINE_HAS_0x01AF00,live_reflection_device_map,279,1,0,0,1,2,,,
bodywork_1001_460357632_5,BODYWORK,1001,460357632,5,Bodywork.BODYWORK_ONLINE_HAS_0x01B700,Bodywork.BODYWORK_ONLINE_HAS_0x01B700,live_reflection_device_map,279,1,0,0,1,65535,,,
bodywork_1001_463470592_5,BODYWORK,1001,463470592,5,Bodywork.BODYWORK_ONLINE_HAS_0x01BA00,Bodywork.BODYWORK_ONLINE_HAS_0x01BA00,live_reflection_device_map,279,1,0,0,1,65535,,,
bodywork_1001_463601664_5,BODYWORK,1001,463601664,5,Bodywork.BODYWORK_ONLINE_HAS_0x01BA20,Bodywork.BODYWORK_ONLINE_HAS_0x01BA20,live_reflection_device_map,279,1,0,0,1,65535,,,
bodywork_1001_463614010_5,BODYWORK,1001,463614010,5,Bodywork.BODYWORK_GAME_MODE_STATUS_FEEDBACK,Bodywork.BODYWORK_GAME_MODE_STATUS_FEEDBACK,live_reflection_device_map,279,1,0,0,1,65535,,,
bodywork_1001_463618048_5,BODYWORK,1001,463618048,5,Bodywork.BODYWORK_ONLINE_HAS_0x01BA24,Bodywork.BODYWORK_ONLINE_HAS_0x01BA24,live_reflection_device_map,279,1,0,0,1,65535,,,
bodywork_1001_469762048_5,BODYWORK,1001,469762048,5,BODYWORK_ONLINE_HAS_0x01C000;Bodywork.BODYWORK_ONLINE_HAS_0x01C000,BODYWORK_ONLINE_HAS_0x01C000;Bodywork.BODYWORK_ONLINE_HAS_0x01C000,live_reflection_device_map,279,1,0,0,1,65535,,,
bodywork_1001_471859200_5,BODYWORK,1001,471859200,5,Bodywork.BODYWORK_ONLINE_HAS_0x01C200,Bodywork.BODYWORK_ONLINE_HAS_0x01C200,live_reflection_device_map,279,1,0,0,1,65535,,,
bodywork_1001_481296384_5,BODYWORK,1001,481296384,5,Bodywork.BODYWORK_ONLINE_HAS_0x01CB00,Bodywork.BODYWORK_ONLINE_HAS_0x01CB00,live_reflection_device_map,279,1,0,0,1,1,,,
bodywork_1001_482345992_7,BODYWORK,1001,482345992,7,Bodywork.BODYWORK_LATERAL_ACCELERATION,Bodywork.BODYWORK_LATERAL_ACCELERATION,live_reflection_device_map,279,1,0,0,1,1199570688,,,
bodywork_1001_487587840_5,BODYWORK,1001,487587840,5,BODYWORK_ONLINE_HAS_0x01D100;Bodywork.BODYWORK_ONLINE_HAS_0x01D100,BODYWORK_ONLINE_HAS_0x01D100;Bodywork.BODYWORK_ONLINE_HAS_0x01D100,live_reflection_device_map,279,1,0,0,1,1,,,
bodywork_1001_489689088_5,BODYWORK,1001,489689088,5,Bodywork.BODYWORK_ONLINE_HAS_0x01D301,Bodywork.BODYWORK_ONLINE_HAS_0x01D301,live_reflection_device_map,279,1,0,0,1,65535,,,
bodywork_1001_489689144_5,BODYWORK,1001,489689144,5,Bodywork.BODYWORK_SCENE_CUSTOM_CONFIG,Bodywork.BODYWORK_SCENE_CUSTOM_CONFIG,live_reflection_device_map,279,1,0,0,1,65535,,,
bodywork_1001_489697280_5,BODYWORK,1001,489697280,5,Bodywork.BODYWORK_ONLINE_HAS_0x01D303,Bodywork.BODYWORK_ONLINE_HAS_0x01D303,live_reflection_device_map,279,1,0,0,1,65535,,,
bodywork_1001_489701376_5,BODYWORK,1001,489701376,5,Bodywork.BODYWORK_ONLINE_HAS_0x01D304,Bodywork.BODYWORK_ONLINE_HAS_0x01D304,live_reflection_device_map,279,1,0,0,1,65535,,,
bodywork_1001_489705472_5,BODYWORK,1001,489705472,5,Bodywork.BODYWORK_ONLINE_HAS_0x01D305,Bodywork.BODYWORK_ONLINE_HAS_0x01D305,live_reflection_device_map,279,1,0,0,1,65535,,,
bodywork_1001_513807360_5,BODYWORK,1001,513807360,5,Bodywork.BODYWORK_ONLINE_HAS_0x01EA01,Bodywork.BODYWORK_ONLINE_HAS_0x01EA01,live_reflection_device_map,279,1,0,0,1,2,,,
bodywork_1001_513807440_5,BODYWORK,1001,513807440,5,Bodywork.BODYWORK_EMERGENCY_FLOAT_REMAINING_TIME,Bodywork.BODYWORK_EMERGENCY_FLOAT_REMAINING_TIME,live_reflection_device_map,279,1,0,0,1,65535,,,
bodywork_1001_513807576_7,BODYWORK,1001,513807576,7,Bodywork.BODYWORK_TAB_LEOPARD_PREDICT_FRONT_OUTWHEEL_TRACK_RADIUS,Bodywork.BODYWORK_TAB_LEOPARD_PREDICT_FRONT_OUTWHEEL_TRACK_RADIUS,live_reflection_device_map,279,1,0,0,1,1199570688,,,
bodywork_1001_513807584_7,BODYWORK,1001,513807584,7,Bodywork.BODYWORK_TAB_LEOPARD_PREDICT_FRONT_INWHEEL_TRACK_RADIUS,Bodywork.BODYWORK_TAB_LEOPARD_PREDICT_FRONT_INWHEEL_TRACK_RADIUS,live_reflection_device_map,279,1,0,0,1,1199570688,,,
bodywork_1001_513807592_7,BODYWORK,1001,513807592,7,Bodywork.BODYWORK_TAB_LEOPARD_PREDICT_REAR_INWHEEL_TRACK_RADIUS,Bodywork.BODYWORK_TAB_LEOPARD_PREDICT_REAR_INWHEEL_TRACK_RADIUS,live_reflection_device_map,279,1,0,0,1,1199570688,,,
